urlOfProject,nameOfProject,descriptionOfProject,problemSolved,challengesFaced,technologiesUsed
https://devfolio.co/projects/protecther-813b,protectHER,Providing women and evidence security,,,"Firebase, Android Studio, Android SDK, Google Maps API, Firestore, Netlify, reactjs, CSS3​, HTML5​"
https://devfolio.co/projects/atomik-6808,AtomiK,"The first DEX doing cross-chain atomic swaps with ZK for liquidity providing, increasing security in bridging between Aleo & XDC (EVM compatible chains).",,,"Solidity, React, JavaScript, Figma, Hardhat, WASM, Aleo, Web Assembly, Excalidraw"
https://devfolio.co/projects/closure-and-ck-calculator-1cbf,Closure and CK Calculator,"Created this web app using HTML,CSS and Java script. User can find Closure ,Candidate keys and normalized of Function dependencies",,,"JavaScript, CSS3, HTML5​"
https://devfolio.co/projects/medicfree-71e2,MedicFree,"An online healthcare management ecosystem which focuses on government-run healthcare facilities. It provides users information about stocks of medicines, doctor consultancy, etc.in their nearby hubs",,,"Bootstrap, React, Postman, Python, Express.js, JSX, MongoDB, pyTesseract, Tableau, Nodejs"
https://devfolio.co/projects/zerogravity-0ea9,ZeroGravity,The Weight is Over! ZeroGravity employs a weightless neural network architecture to reduce the proving of inference to lookup arguments on a highly optimised Bloom filter implementation.,,,"Moon math, Bloom filters, Aleo, Lookup arguments, Weightless Neural Networks"
https://devfolio.co/projects/turtleshell-efef,🐢 TurtleShell,"Turtleshell brings Smart Contract security data on-chain, providing transparency, composability, and programmable on-chai data.",,,"The Graph, Gnosis Chain, Optimism, Mantle, Scroll, TAIKO, BASE"
https://devfolio.co/projects/whistleblower,WhistleBlower,Anonymous Whistle Blowing aimed at the security of whistleblowers.,,,"CSS, JS, MetaMask, Matic, Web3, Ethereum"
https://devfolio.co/projects/ambulance-booking-system-emergitrack-06a1,Ambulance Booking System - EmergiTrack,"The Ambulance Booking System is an innovative solution designed to streamline the process of booking and tracking ambulances efficiently.The system consists of three portals: User,Hospital,and Driver.",,,"JavaScript, Express.js, MongoDB, MongoDB Atlas, axios, Tailwind CSS, Nodejs, ejs, RestAPIs, Vonage API"
https://devfolio.co/projects/full-stack-development-d1f0,Vaccine For Every Indian,"Reaching out to each and every Indian, increased vaccination in areas with poor healthcare facilities, and simultaneously minimizing overall vaccine wastage!",,,"Bootstrap, React, Node.js, Heroku, PostgreSQL, Express.js, MongoDB, Netlify, Material-UI, Google Sheets"
https://devfolio.co/projects/marsmello-a90e,MarsMello,Bring Out Your Inner Musk! #BUIDL Industries on a digital and truly decentralised Mars!,,,"Solidity, Ethereum, The Graph, Uniswap, NFT, Portis, Truffle Suite, Polygon, react spring, React UseGesture"
https://devfolio.co/projects/financial-wellbeing-9d5a,Financial Wellbeing for Everyone,"Reflect on your habits - learn from the spending patterns, create personalized value-add based on the payment categorization data for users and financial information providers eventually",,,"Node.js, JavaScript, TypeScript, ReactNative, Setu AA Sandbox, PhonePe Pulse"
https://devfolio.co/projects/alfabeto-per-tricotin-pdf-gratis-02d2,Alfabeto per tricotin pdf gratis,Alfabeto per tricotin pdf gratis,,,Python
https://devfolio.co/projects/medmate-a6ea,MedMate,"Take control of your medication with our easy-to-use app. MedMate helps you track and manage all of your prescribed and over-the-counter medications, including refill and expiration dates.",,,"Django, Dart, Python, Flutter, Natural language processing (NLP), PostgreSQL, Computer Vision"
https://devfolio.co/projects/backprop,Backprop,Build your own Credit Scores,,,"AngularJS, Python"
https://devfolio.co/projects/greenearn-411f,Green 2 Earn,"A blockchain ecosystem leveraging the potential of the Carbon Credit. It features a Green Shop, Green Launcher for crowdfunding, and a Green Map. Users earn G2E tokens for eco-actions.",,,"Next.js, Google Maps API, nestjs, Near Smartcontract"
https://devfolio.co/projects/juego-de-mesa-clue-para-imprimir-pdf-15c0,Juego de mesa clue para imprimir pdf,Juego de mesa clue para imprimir pdf,,,Python
https://devfolio.co/projects/freyja,Freyja,Web app to grade essay.,,,"React, Django, TensorFlow"
https://devfolio.co/projects/flush-cde7,Flush,Flush aims to provide quick and nearby access to sanitation and toilets in all parts of the world by creating a map of all toilets and incentivising users to add their own restrooms to the map.,,,"React, Node.js, Express.js, MongoDB Atlas, Material-UI"
https://devfolio.co/projects/women-safety-app-4,Women Safety App,This app is made with kotlin. It is useful for women safety. Womens can carry this app in their phone to feel themselves a safe one.,,,"Firebase, Android, Google Maps API, Kotlin, Room Database, LocationServices"
https://devfolio.co/projects/patio-station-7ec1,PAT.IO station,Ethereum Mainnet nodes as streaming infrastructure to guarantee and secure video and radio transmissions.,,,"Cryptography, Node.js, MetaMask, JavaScript, ethers.js, Ethereum, HTML/CSS, Vercel"
https://devfolio.co/projects/spyzier,SPYZIER,"Android based parental controller app which can fetch live location of child ,can access the sceen data (screenshots),message log and call logs with a single click from  the app.",,,"Firebase, Android, Java, XML, OAuth, Android SDK, Google Maps API, Android MediaProjection API, Networking"
https://devfolio.co/projects/themis,Themis ⚖,An oracle enabling Purchasing Power Parity on Ethereum to allow for more equitable and dynamic pricing of products allowing you to send and receive payments normalized to the geolocation of the users.,,,"Node.js, Matic, Ethereum, web3.js, Portis"
https://devfolio.co/projects/simplicate-87f2,Simplicate,Choose Simplicate to make your browsing fun.,,,"HTML, CSS, JavaScript"
https://devfolio.co/projects/the-story-interactive-timeline-for-nba-top-shot-4ae7,The Story - Interactive Timeline for NBA Top Shot,Introducing 'The Story' - a dynamic and engaging timeline view of expertly-curated NBA Top Shot moments that tell the stories woven into each NBA season.,,,"React, PostgreSQL, Golang, Tailwind CSS, Vercel, nextjs, Prisma"
https://devfolio.co/projects/the-book-ultimate-guide-to-rebuilding-civilization-pdf-0c1f,The book ultimate guide to rebuilding civilization pdf,The book ultimate guide to rebuilding civilization pdf,,,Python
https://devfolio.co/projects/hotel-management-system-4d65,Hotel Management System,Title of our project is Hotel Management System. Hotel Management System provides room booking and you can also check services provided by the hotel by just sitting at your home.,,,"PHP, Bootstrap, CSS, JS, XAMPP, GitHub, phpMyAdmin, Technologies used Html5"
https://devfolio.co/projects/shewin-we-care-she-wins-987d,Shewin - We Care She Wins,We here provide healthcare solutions and educa to women,,,"React, SASS, Docker, ML Classifier, Google Direction API, Firebase Authentication, FastAPI"
https://devfolio.co/projects/food-donation-management-system-4331,Food Donation Management System,It helps solve the problem of hunger and food wastage effectively.,,,"HTML, CSS, JavaScript, Flask, SQL, Python"
https://devfolio.co/projects/depocalyse-nft-market-2f57,Depocalypse NFT Marketplace 🛒,"A decentralized NFT market. Create your own NFTs in no time and put them up in the marketplace. Buying, Selling, Auctioning, or even putting NFTs for charity with so much ease has never been easier.",,,"IPFS, React, JavaScript, Ethereum, Chainlink, Portis, Superfluid, Truffle, Polygon, Filecoin"
https://devfolio.co/projects/xxx-ad89,.,.,,,HTML5​
https://devfolio.co/projects/aatmaniti-2828,AatmaNiti,Making Women Swawlambi,,,"HTML, Bootstrap, Node.js, CSS, JavaScript, Embedded Javascript (EJS), Socket Programming, Express.js, MongoDB Atlas, Tailwind CSS"
https://devfolio.co/projects/file-gaurdian-65df,File Guardian,Guardians of Your Confidentiality: Protecting Your Important Documents from unapproved access using web3 technology,,,"IPFS, React, TensorFlow, ethers.js, Ethereum, Blockchain"
https://devfolio.co/projects/dapplets-72b4,Dapplets x BOS integration,Dapplets provides tools for embedding Web3 applications into any web page. Now we are integrating BOS to deliver BOS-applications to millions of new users on existing sites.,,,"React, Rust, TypeScript, BOS, near-social-vm, near-vscode, Dapplets"
https://devfolio.co/projects/edmission-aad6,EdMission,Admissions Re-imagined.,,,"Flutter, Firebase Authentication, Agora API, Firebase Cloud Messaging, Firebase Firestore, dart language, Razorpay, Firebase Storage"
https://devfolio.co/projects/nft-docket-6f1b,NFT Docket,On-Chain warranties for your Products,,,"Chainlink, Polygon, IPFS / Filecoin"
https://devfolio.co/projects/hashcash,HashCash 2.0,HashCash is a Crypto-economic protocol to have better public communication tools.,,,"Solidity, React, Node.js, MongoDB"
https://devfolio.co/projects/class-bunk-manager-1,CLASS BUNK MANAGER,This a WebApplication that can be used by college-going students as here they can manage their attendance.,,,"jQuery, Bootstrap, Node.js, npm, HTML5, CSS3, Express.js, MongoDB"
https://devfolio.co/projects/saheli-every-step-of-the-way-d182,Saheli,Every step of the way,,,Android Studio
https://devfolio.co/projects/musicfy-4c26,Musicfy,AI base Music Application,,,Flutter
https://devfolio.co/projects/descargar-todas-las-cartas-de-yugioh-en-espanol-pdf-18e0,Descargar todas las cartas de yugioh en español pdf,Descargar todas las cartas de yugioh en español pdf,,,Python
https://devfolio.co/projects/distributed-health-record-management-cb66,Future Health,Removing siloization of Electronic Health Records by providing anytime-anywhere selective access of health records to doctors after authentication in a privacy-preserving manner across hospitals.,,,"Django, Rust, Nodejs, VueJS, pyUmbral"
https://devfolio.co/projects/metabulls-3a71,MetaBulls,MetaBulls = MetaVerse + Bulls (We all like bulls) Imagine a truly decentralize metaverse where you can hangout with your friends and play games without buying land parcels or paying anything.,,,"Solidity, IPFS, Node.js, WebRTC, Blender, Express.js, The Graph, Polygon, NFT.Storage, BablyonJs"
https://devfolio.co/projects/emotion-detection-and-music-recommendation-5c06,Emotion Detection and Music Recommendation,"Whatever your emotion, the programme can detect it and run the optimum music fitting for the mood of the person.",,,"TensorFlow, NumPy, OpenCV, Pygame, Python, Convolutional neural network (CNN)"
https://devfolio.co/projects/polkamusic-cec7,PolkaMusic,Listen to music. Earn NFT rewards. Burn NFTs for awesome gifts.,,,"React, MySQL, Linux, Rust, Substrate"
https://devfolio.co/projects/tokenizedtweets,TokenizedTweets,A bot that turns tweets into NFT tokens,,,"Solidity, Node.js, JavaScript, Matic, Express.js, Ethereum, web3.js"
https://devfolio.co/projects/multiple-disease-prediction-system,Multiple Disease Prediction System,This webapp was developed using Flask Web Framework and was deployed on Heroku server. The models used to predict the diseases were trained on large Datasets. The webapp can predict numerous diseases.,,,"HTML, Flask, TensorFlow, Keras, NumPy, pandas, Matplotlib, Python, Pillow, Sklrean"
https://devfolio.co/projects/finding-the-missing-child-7a0c,Finding the Missing Child....,A (Web+Mobile) Application tracking system which allows citizens to confirm if an unattended child is missing or not using Facial Recognition by Comparison from our Database of Missing Children.,,,"Firebase, Flask, OpenCV, Flutter, Google Maps API, Firebase Authentication, Deepface"
https://devfolio.co/projects/artwalk-f198,ArtWalk,"Walk crafted NFTs. 
Transform your Walk into NFT Masterpieces.",,,"Next.js, Mapbox, Cadence, Flow CLI, OnFlow/Fcl, Haversine, similarity API, Planetscale database, DeepAI, Dall-E image generation API"
https://devfolio.co/projects/feminine-5cf3,Feminine,Leveraging the power of AI for improving women health,,,"jQuery, PHP, TensorFlow, XAMPP, Microsoft Azure, HTML/CSS, Python3, django-rest-framework"
https://devfolio.co/projects/shiwu-1769,Shiwu,A soil detector and crop predictor to promote sustainable agriculture.,,,"Flask, TensorFlow, Machine Learning, Deep Learning, Keras CNN, cnn"
https://devfolio.co/projects/shewalkssafe-a-women-safety-application-fa1a,SheWalksSafe - A Women Safety Application,"A women safety app that helps women in emergency or dangerous situations or whenever they feel unsafe. Some of the features like Maps, SOS, Voice command, Camera or video, Tips are provided for safety",,,"Flutter, Google Maps API, Crimeometer API"
https://devfolio.co/projects/pg-hunt-bfc1,PG Hunt,Connecting students to PG accommodations,,,"Node.js, JavaScript, Embedded Javascript (EJS), CSS3, MongoDB, HTML5​, Bootstrap​"
https://devfolio.co/projects/croplyzer-6dcb,CropLyzer,An IoT technology using Raspberry Pi driven by AI/ML technology that predicts maturity of fruits in an agricultural farm.,,,"Flask, TensorFlow, Raspberry Pi, Machine Learning, Java, Android Studio, XML, Python, Google Cloud Platform (GCP)"
https://devfolio.co/projects/wicoin-8450,Wicoin,"Revolutionizing gaming transactions with sustainable, on-chain solutions.",,,"Solidity, JavaScript, TypeScript, Nodejs, Express, HTML5​, Hardhat, alchemy, RPC, BASE"
https://devfolio.co/projects/ejercicios-de-caligrafia-pdf-para-adultos-efd5,500 ejercicios de caligrafía pdf para adultos,500 ejercicios de caligrafía pdf para adultos,,,Python
https://devfolio.co/projects/lovelynfts-affc,LovelyNFTs,Everlasting Digital Gifts for our near and dear ones!,,,"Solidity, IPFS, Next.js, React Native, Web3js, moralis, StackOS, Multichain"
https://devfolio.co/projects/atomix-network-enabling-multichain-atomic-swaps,"AtomiX Network, Enabling Gasless Atomic Swaps.","AtomiX enables swaping of tokens across blockchains like Ethereum, Binance & EOS, ✨ Seamless ⚡ Atomic  ⛽ Gassless.",,,"Solidity, Python, Matic, Ethereum, Biconomy, Meta-Transactions, Atomic Swaps, EOS, Binance"
https://devfolio.co/projects/centuari-8448,Centuari,"Fixed Rate Lending, RWA, and Payments.",,,"Solidity, Next.js, PostgreSQL, nest.js, foundry, Ponder"
https://devfolio.co/projects/internship-portal-1427,Internship Portal,A portal for anyone to access internships.,,,"Node.js, Machine Learning, Express.js, MongoDB, React.js"
https://devfolio.co/projects/deva-wallet-7856,Deva Wallet,account abstraction wallet with google/apple pay integration for covering tx fees,,,"AWS Lambda, ethers.js, React Native, nestjs, Hardhat, alchemy-sdk, Viem, AWS Serverless Application Model"
https://devfolio.co/projects/codex-os,CodeX OS,a Simple Design Of an Operating System With Some Useful Apps and Games,,,"Pygame, Tkinter, GitHub, PyCharm"
https://devfolio.co/projects/ngo-data-protection-using-blockchain-technology,NGO Data protection using Blockchain Technology,"NGO Xchange is a solution for NGO to revolutionize how payments are made. Our blockchain platform solves the major compliance issues of fund traceability, security, and fraud and transparency as well.",,,"Solidity, React, MetaMask, JavaScript, MongoDB, Ganache"
https://devfolio.co/projects/digiq-06b4,DigiQ,Never stand in long queues and wait for your turn again. Save your time and resources by simply upgrading regular queues and lines into virtual ones. Just DigiQ it.,,,"React, npm, Flask, Redux, Socket.IO, Reactstrap, Python, Figma, MongoDB, Nodejs"
https://devfolio.co/projects/artz,ArtZ,For Artists in the modern world,,,"HTML, CSS, JavaScript"
https://devfolio.co/projects/dodging-turtis-01a4,Dodging Turtis,May the fastest turtle win,,,"Solidity, IPFS, Ethereum, MERN stack, Chainlink, Truffle, Polygon, Filecoin, NFT.Storage, Phaser"
https://devfolio.co/projects/generational-prayers-paul-cox-pdf-free-download-0190,Generational prayers paul cox pdf free download,Generational prayers paul cox pdf free download,,,Python
https://devfolio.co/projects/polysnap-8c87,Polysnap,"Invoke Polywrap Wasm Wrappers on the fly, in the browser with Metamask snaps",,,"IPFS, MetaMask, Polywrap"
https://devfolio.co/projects/base-token-store-cf37,Base Token Store,The easiest way to buy any token on Base in the familiar UX of an e-commerce site.,,,"Next.js, tailwind, daisyUI, Wagmi, coingecko, COINBASE SMART WALLET, Thirdweb v5 SDK, Kyberswap"
https://devfolio.co/projects/annapurna-de9f,Annapurna,Provide food to those who are in need while promoting community service and waste reduction.,,,Figma
https://devfolio.co/projects/unibroker-1641,uniBroker,Open source library to unify APIs of all brokerage platforms. Written in GO.,,,"Selenium, Postman, Python, GitHub, PostgreSQL, Golang, RestAPIs, burpsuite"
https://devfolio.co/projects/project-amazing,Project Amazing,Building a thriving developer ecosystem + helping organisers host great hackathons.,,,"React, Node.js, JavaScript, GraphQL, Redux, Matic"
https://devfolio.co/projects/efarm-management-system,E-Farm Management System,Farming has gone a notch high in the modern days. Farmers are considering farming as a business ventur rather than an activity for producing food for domestic consumption.just like any other business,,,"PHP, HTML, CSS, JavaScript, phpMyAdmin, JSP"
https://devfolio.co/projects/blockpay-2c80,BLOCKPAY,THE FUTURE OF PAYROLL IS HERE,,,"Solidity, HTML, CSS, JavaScript, Figma, MongoDB, Node js, React js, Express js, Polygon"
https://devfolio.co/projects/battleblocks-e383,BattleBlocks,"The Battleships Game powered by Blockchain! Buy different block NFTs, create a game, place your fleet, wager flow, shoot and win!",,,"React, Node.js, WebSockets, PostgreSQL, Golang, Webhook, Redis, TypeScript, Google Cloud Platform (GCP)"
https://devfolio.co/projects/more-fit-63df,More Fit,No more pain Only Gains,,,"Django, Android Studio, Heroku, Kotlin, Django rest framework"
https://devfolio.co/projects/insurease-50a3,insurEASE,enabling universal cashless insurance,,,"SQLite, Ruby, Ruby on Rails, OpenAi, JAVASRIPT, GPT 3.5, appsmith"
https://devfolio.co/projects/contextual-profile-anlysis-3ebb,Contextual Profile Analysis,"A tool for handling sentiment analysis and using it efficiently to analyze a public figure. Checkout our product
https://web-production-feec.up.railway.app/",,,"Flask, TensorFlow, spaCy, Python, BERT, newsapi, BeautifulSoup, nltk, Streamlit"
https://devfolio.co/projects/alumni-portal-system,Alumni  Portal System,"This is community based alumnus student interaction webapp .Solve commuication gap between alumnus and student.Also Also provide information about Seminar by Alumnus ,hosted in College.",,,"Node.js, JavaScript, HTML5, JSON, CSS3, Express.js, MongoDB, MERN stack"
https://devfolio.co/projects/mewt,mewt,noise-free business banking,,,"Machine Learning, Artificial Intelligence, Python, Figma, Golang, React Native"
https://devfolio.co/projects/mantle-swap-6b72,Mantle Swap,DEX on Mantle,,,"Solidity, React, Web3, Tailwind CSS, Mantle"
https://devfolio.co/projects/codeofflow-b687,CODE-Of-Flow,"CODE-Of-Flow is the game which is similar to MTG(magic the gathering), and paying homage to the SEGA’s game, Code Of Joker which run 2013-7-11 - 2019-7-11.",,,"HTML, CSS, GraphQL, AWS Cloudwatch, DynamoDB, Lambda, Nuxt"
https://devfolio.co/projects/construction-crewrentals-839e,Avaahan,Just One Way,,,"Node.js, Express.js, MongoDB, AI/ML, React.js"
https://devfolio.co/projects/tenderflow-4af7,TenderFlow,Decentralized auction for Government tenders,,,"React, Docker, Postman, Node, Google Cloud API, Filecoin, Vite, flow, Cadance, .xyz"
https://devfolio.co/projects/mentally-e08e,Ment-Ally,Your one solution for all mental problems,,,"React, Node.js, Firebase, JavaScript, npm, Heroku, Express.js, MongoDB, React Router, CSS3​"
https://devfolio.co/projects/sudoku-solver-using-cv-and-ml,Sudoku Solver using CV and ML,Its all about analyzing and instantly solving sudoku puzzles in real-time using OpenCV and TensorFlow.,,,"Bootstrap, TensorFlow, Keras, OpenCV, Machine Learning, Python, OCR, Express.js"
https://devfolio.co/projects/blockflow-27ee,BlockFlow,Build backend for your web3 dApp in just a few clicks.,,,"Cloud computing, EVM"
https://devfolio.co/projects/crictez,CricTez,Non-Fungible Token-Based Fantasy Cricket League,,,"React, SmartPy, Taquito, Thanos wallet, Oro"
https://devfolio.co/projects/drake-exchange-f8d2,Drake Exchange,"Advanced Perpetuals Made Easy: Drake Exchange offers gas-free trading, delivering CEX-quality isolated and cross-margin trading with 100% on-chain transparency, simplifying funding rate investments.",,,"Solidity, React, nextjs, Ethers, TailWindCSS, Subgraph, useDapp, OpenGraph, ERC-4626, Chainlink Data Stream and Automation"
https://devfolio.co/projects/zero-knowledge-decision-tree-prediction-zkdtp-6b5f,Zero Knowledge Decision Tree Prediction (ZK-DTP),"Zero Knowledge Proof, Decision Tree Prediction, RISC Zero zkVM, Prediction Translator",,,"scikit-learn, Machine Learning, Python, Zero-Knowledge Proofs (ZKPs), Rust"
https://devfolio.co/projects/astter-f0da,Astter,A mobile-based social media for NFTs.,,,"JavaScript, Java, Android Studio, REST API, Figma, MongoDB, moralis"
https://devfolio.co/projects/vendor-relief,Vendor Relief,Essentials over! No worries! Find your nearby vendors here.,,,"Bootstrap, JavaScript, Android, Java, Firestore, Rapid API, Firebase Authentication, Firebase Analytics"
https://devfolio.co/projects/sigmazk-2874,SigmaZK,Proof of Work in a Zero knowledge way.,,,"MERN stack, DigitalOcean, Polygon, collab.land"
https://devfolio.co/projects/futsal-booking-app-3,Futsal Booking App,It provides the client to book the futsal in favourable time. We will also add feature to find opponent team soon.,,,"Firebase, Visual Studio Code, Android Studio, Flutter, Figma"
https://devfolio.co/projects/codehelp-eb12,CodeHelp,Learn One-on-One,,,"WebRTC, AWS, MongoDB, Nodejs, Express, reactjs, agora, TailWindCSS, Socket-io, RAZORPAY PAYMENT"
https://devfolio.co/projects/my-buddy-karuna,Corona Buddy Karuna,Track covid patients nearby with our corona buddy,,,"Bootstrap, Django, JavaScript, AJAX, Android, Android Studio, Socket Programming, REST API"
https://devfolio.co/projects/dstream-ecosystem-1e38,DSTREAM -ECOSYSTEM,DSTREAM your one stop Entertainment adobe to Derivate assets from the digital data you create!,,,"Solidity, Node.js, Next.js, Python, ethers.js, TypeScript, Blockchain, React.js, Hardhat"
https://devfolio.co/projects/sassy-poonam-nude-fea5,Sassy Poonam Nude Leaked On Social Media 18+,Sassy Poonam Captured *NUDE* Got Viral Socially. Click on link and Watch,,,"Leaked Video, Nude"
https://devfolio.co/projects/sakhipcos-detection-system-7ac2,Sakhi-PCOS Detection System,"It is a PCOS Detection System developed using Machine Learning for early stage detection of the disease and providing lifestyle suggest It’s frontend is being developed using REACT, backend in Python.",,,"React, Machine Learning, Python, GitHub"
https://devfolio.co/projects/aggregated-crypto-lending-lendio,Aggregated Crypto Lending - 1lend.io,Lending aggregator over many crypto currency lending provider.,,,"Solidity, Smart Contract, Kyber, Torus, Defi, Lendroid, AAVE"
https://devfolio.co/projects/humanize-pay,Humanize Pay,Send payment for multiple currency with domain name,,,"React, MetaMask, JavaScript, Infura, ShapeShift's HDWallet, Chrome Extension, Unstoppable Domains"
https://devfolio.co/projects/sadaiv-ci-4cf9,Sadaiv C.I. (सदैव),A continuous integration pipeline that backs up your GitHub contributions on the Decentralized Network without you worrying about it.,,,"Solidity, JavaScript, TypeScript, The Graph, Github Actions, Filecoin, StackOS"
https://devfolio.co/projects/autonomous-exlorer-3c26,Autonomous Exlorer,Autonomous Explorer is a web application that uses Deep Reinforcement Learning to autopilot a land rover that can autonomously explore its environment and reach its destination.,,,"JavaScript, OpenCV, Pygame, Git, Python, Three.JS, Deep Neural Networks, FastAPI, React.js, deep Reinforcement Learning"
https://devfolio.co/projects/helmetdetection-db45,Helmet-detection,It is the system that detects people not wearing helmet  in real time and also follows them wherever reachable.,,,"TensorFlow, NumPy, OpenCV, Matplotlib, Python, Tagonizer"
https://devfolio.co/projects/amber,Amber,uBER for AMbulances,,,"Node.js, Android, Heroku, GraphQL, Redux, Postman, Google Maps API, Hasura, Express.js"
https://devfolio.co/projects/docmed-a427,DocMed,"DocMed is a healthcare application that makes online medical services seamless , accurate, fast and reliable.",,,"Django, JavaScript, Machine Learning, SQLite, Python, HTML/CSS, Twilio Rest API"
https://devfolio.co/projects/lessgitmatchgreater-6e54,<GitMatch>,"GitMatch, a match made in git. Made for college students, GitMatch aims to keep the focus on the user and their skills while encouraging networking and hackathon participation through a modern UI.",,,"Python, MERN stack"
https://devfolio.co/projects/wifi-ca12,WiFi,"Solution to “Why(Wi) DeFi?” An all-in-one dApp with a seamless experience in exploring, investing in various DeFi opportunities without the need to leave the dApp even once.",,,"Solidity, AWS Lambda, ethers.js, Connext, TypeScript, The Graph, Uniswap, nest.js, React.js, Hardhat"
https://devfolio.co/projects/savvy-tech-asha-493a,Savvy Tech Asha 2.0,"Savvy Tech is the pseudo company created by our team for HackNITR2.0 where it sells Smart Glasses specially made for Blind People.
The Smart Glasses are named as Asha which means hope or life.",,,"PHP, Bootstrap, CSS, JavaScript, Internet of Things (IoT), Git, Arduino Uno, GitHub, echoAR"
https://devfolio.co/projects/sushikshya-f18b,Sushikshya,Vizualization based active learning achieved with AR technology. #Sushikshya_an_AR_book,,,"Vuforia, Unity3d, C#"
https://devfolio.co/projects/dstream-unstoppable-streaming-now,"Libertas — Global Unstoppable Streaming, Now.","Libertas empowers content creators to reach audiences anywhere ? — in a censorhip resistant manner. Share Videos, P2P Live Streams, Calls, and sponsored content that pays directly, every second.",,,"IPFS, Matic, Ethereum, Biconomy, Sablier, P2P, Chi Token, Protocol Labs, Tor, Fleek, Payvantage"
https://devfolio.co/projects/shadiblock-1820,ShadiBlock,A One-Stop Destination for Couples to Carve their Names permanently on the Fastest Blockchain Solana,,,"Node.js, npm, Rust, web3.js, React.js, Cargo, Solana-cli, Yarn"
https://devfolio.co/projects/nobooklearn-2aec,NoBook.Learn,Curriculum made Adaptive for everyone,,,"React, JavaScript, PyTorch, Deep Learning, Python, Natural language processing (NLP), Tailwind CSS, Rake, FastAPI, TRANSFORMERS"
https://devfolio.co/projects/poultry-hunter-dd91,Poultry Hunter,A blockchain-based Chicken Tracker that rapidly traces bird flu,,,"React, Rust, Web3, Solana, phantom, Solflare"
https://devfolio.co/projects/meetinpeace-6489,MeetInPeace,"Your handy anti-snooping, pro privacy, browser extension to save you from everyone peeping into your screen during important meetings.",,,"HTML, CSS, JavaScript, Chrome Extension"
https://devfolio.co/projects/resume-ranking-using-machine-learning,Resume Ranking Using Machine Learning,A Smarter Way to Rank Resume,,,"Machine Learning, Android Studio, REST API"
https://devfolio.co/projects/wafl-web-accelerated-federated-learning-cabb,WaFL: Web3 Accelerated Federated Learning,Pairing ML Waffles with the sweetness ofWeb3 Syrup,,,"Solidity, React, Python, JSX, ZoKrates, RabbitMQ, Smart Contracts, FastAPI, Web3.py, zkSNARKS"
https://devfolio.co/projects/tv-and-movie-recommendation-decentralized-app,TV and Movie recommendation Decentralized App,A minimalistic Decentralized Movie/TV Shows Recommendation App,,,"Node.js, DApp"
https://devfolio.co/projects/truworld-real-world-gamification-by-fogofworld-d51d,Truworld: Real World Gamification by Fog-of-World,Truworld🌍 is a real world gamification mobile App that offers metaverse experience to real life. We blend the fog-of-war idea IRL for the first time ever with location based airdrops and lootboxes,,,"Next.js, Google Maps API, React Native, WalletConnect, Quicknode, Alchemy SDK, Smart wallet, Coinbase Paymaster, coinbase developer platform"
https://devfolio.co/projects/connectme-3,ConnectMe,ConnectMe is place specially curated for students and professionals with aim to provide a medium to bridge gap in current education system and help local business.We aim to ease the tasks for everyone,,,"Bootstrap, Node.js, Firebase, Django, Heroku, SQLite, Express.js, HTML/CSS, VanillaJS, reactjs"
https://devfolio.co/projects/butlerai-2d25,Butler.ai,"""Unlock the power of language with Butler.ai - your personal AI assistant for all text-related things!""",,,"Git, Python, GitHub, OpenAi, Streamlit"
https://devfolio.co/projects/unsnarl-0959,UNSNARL,World’s First Decentralised Hub of Proactive Audit War Rooms,,,"Firebase, Next.js, TypeScript, Google Cloud Platform (GCP), Tailwind CSS"
https://devfolio.co/projects/samarpit-app-7990,Samarpit App (समर्पित),Samarpit helps elderly people from rural areas who can't read & write to understand english documents in their native language through verbal QAs.,,,"Flutter, Text-to-Speech, google cloud, Google ML Kit, chatgpt, Speech-to-Text"
https://devfolio.co/projects/file-share-telegram-bot-0a54,File Share Telegram bot,A telegram bot to easily share files,,,"Python, python-telegram-bot 20.1"
https://devfolio.co/projects/incryptix-50d1,InCryptix,"InCryptix enables institutions to automate the process of issuing credentials, making it trustless, non-fungible and easy to verify.",,,"HTML, CSS, JavaScript, Python, C, Web3, Nodejs"
https://devfolio.co/projects/debuilds-e369,DeBuilds,A Decentralized Software Marketplace for devs/users to sell or buy software with NFT License,,,MongoDB – Backend Database
https://devfolio.co/projects/briefcase-ebad,Briefcase,"Exchange sensitive information and documents in scrambled and encrypted forma through our Web 3.0 platform and storing logistics, ensuring confidentiality and integrity at every step.",,,"Solidity, React, Node.js, Metabase, Express.js, Remix IDE, Ethereum, web3j, Tailwind CSS, Polygon"
https://devfolio.co/projects/skyflix-netflix-replica-aaae,StarFlix (=Netflix Replica),"""Streaming the Cosmos: Explore Entertainment Beyond the Stars""",,,"Figma, Canva, Vidma"
https://devfolio.co/projects/go-corona,Go Corona,Dineout Later. Stay at Home.,,,"Machine Learning, Android Studio, IBM Watson, Google Maps API, GSM, IBM Cloud, IMU SENSORS"
https://devfolio.co/projects/edumatric-137e,Edumatric,Make Learning Fun Again,,,"Firebase, Express.js, MongoDB, Nodejs, React.js, Sawo Labs APIs"
